BookURI	BookCats	BookID	BookTitle	AuthorID	AuthorNam	EditorID	EditorNam	TranslID	TranslNam	BookRel
1373AhmadAmin.ZuhrIslam.Hindawi92963020	history	92963020	ظهر الإسلام	20953090	أحمد أمين	None	None	None	None	None
1373HabibZayyat.MaraFiJahiliyya.Hindawi49296385	history	49296385	المرأة في الجاهلية	95747251	حبيب الزيات	None	None	None	None	None
1373MuhammadCalyIbnKhadiwi.RihlaShamiyya.Hindawi50640694	travel.literature	50640694	الرحلة الشامية	81694272	محمد علي	None	None	None	None	None
1373MuhammadCalyIbnKhadiwi.RihlaYabaniyya.Hindawi63639520	travel.literature	63639520	الرحلة اليابانية	81694272	محمد علي	None	None	None	None	None
1373MuhammadFaridWajdi.NaqdShicrJahili.Hindawi29604913	literary.criticism	29604913	نقد كتاب الشعر الجاهلي	95818037	محمد فريد وجدي	None	None	None	None	None
1373MuhammadLutfiJumca.Amir.Hindawi58591507	politics	58591507	الأمير: وهو تاريخ الإمارات الغربية في القرون الوسطى	49624852	نيقولا مكيافيلي	None	None	72703631	محمد لطفي جمعة	0933NiccoloMachiavelli.Principe (TRANSL)
1373MuhammadLutfiJumca.LayaliRuhHair.Hindawi85927947	literature	85927947	ليالي الروح الحائر	72703631	محمد لطفي جمعة	None	None	None	None	None
1373MuhammadLutfiJumca.MaidatAflatun.Hindawi95280646	philosophy	95280646	مائدة أفلاطون: كلام في الحب	72703631	محمد لطفي جمعة	None	None	None	None	None
1373MuhammadLutfiJumca.TahrirMisr.Hindawi36151838	history	36151838	تحرير مصر	50952939	أ. ز.	None	None	72703631	محمد لطفي جمعة	1350Anonymous.TahrirMisr (TRANSL)
1373MuhammadLutfiJumca.ThawratIslamWaBatalAnbiya.Hindawi30353837	history	30353837	ثورة الإسلام وبطل الأنبياء: أبو القاسم محمد بن عبد الله	72703631	محمد لطفي جمعة	None	None	None	None	None
1373NiqulaHaddad.AdamJadid.Hindawi49195362	novels	49195362	آدم الجديد: رواية اجتماعية عصرية	60483937	نقولا حداد	None	None	None	None	None
1373NiqulaHaddad.AsrarMisr.Hindawi82495926	novels	82495926	أسرار مصر	60483937	نقولا حداد	None	None	None	None	None
1373NiqulaHaddad.CilmAdabNafs.Hindawi90940842	philosophy	90940842	علم أدب النفس: أوليات الفلسفة الأدبية	60483937	نقولا حداد	None	None	None	None	None
1373NiqulaHaddad.DawlatSayyidatFiMamlakatNisa.Hindawi79591635	novels	79591635	دولة سيدات في مملكة نساء	60483937	نقولا حداد	None	None	None	None	None
1373NiqulaHaddad.FalsafatWujud.Hindawi69316182	philosophy	69316182	فلسفة الوجود	60483937	نقولا حداد	None	None	None	None	None
1373NiqulaHaddad.FatinatImbaratur.Hindawi85252495	novels	85252495	فاتنة الإمبراطور: فرانسوا جوزيف إمبراطور النمسا السابق وعشيقته كاترين شراط	60483937	نقولا حداد	None	None	None	None	None
1373NiqulaHaddad.HaqibaZarqa.Hindawi93524790	novels	93524790	الحقيبة الزرقاء: رواية عصرية أدبية غرامية	60483937	نقولا حداد	None	None	None	None	None
1373NiqulaHaddad.HawaJadida.Hindawi60626970	novels	60626970	حواء الجديدة	60483937	نقولا حداد	None	None	None	None	None
1373NiqulaHaddad.HukarMuhtalAmrikiCaziz.Hindawi59290207	novels	59290207	هوكر المحتال الأمريكي العظيم: شخصان في واحد	60483937	نقولا حداد	None	None	None	None	None
1373NiqulaHaddad.ManahijHayat.Hindawi73808039	economics	73808039	مناهج الحياة: السعي، العمل، الاقتصاد بهذه الثلاثة تنال الثروة	60483937	نقولا حداد	None	None	None	None	None
1373NiqulaHaddad.SadiqMajhul.Hindawi38381358	novels	38381358	الصديق المجهول	60483937	نقولا حداد	None	None	None	None	None
1373NiqulaHaddad.ThawraFiJahannam.Hindawi61528174	novels	61528174	ثورة في جهنم	60483937	نقولا حداد	None	None	None	None	None
1373NiqulaHaddad.WadacanAyyuhaMashriq.Hindawi81713528	novels	81713528	وداعًا أيها الشرق	60483937	نقولا حداد	None	None	None	None	None
1373QaliniFahmi.AmirCumarTusun.Hindawi51595209	history :: biographies	51595209	الأمير عمر طوسون: حياته – آثاره – أعماله	30284958	قليني فهمي	None	None	None	None	None
1373WadicAbuFadil.MutawaliSalih.Hindawi29392697	novels :: literature	29392697	المتوالي الصالح	36970358	وديع أبو فاضل	None	None	None	None	None
1373WadicBustani.Bustani.Hindawi47473729	poetry	47473729	البستاني	49795030	وديع البستاني	None	None	None	None	None
1374AhmadZakiAbuShadi.AndaFajr.Hindawi28057251	poetry	28057251	أنداء الفجر	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.ArdashirWaHayatNufus.Hindawi90294913	plays	90294913	أردشير وحياة النفوس: قصة غرامية تلحينية	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.AshiccaWaZilal.Hindawi27572646	poetry	27572646	أشعة وظلال	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.AtyafRabic.Hindawi40696038	poetry	40696038	أطياف الربيع	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.CaqidatCuluha.Hindawi59290385	philosophy	59290385	عقيدة الألوهة	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.CibratTarikh.Hindawi80272839	novels	80272839	عبرة التاريخ	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.DhikraShiksbir.Hindawi40305828	poetry	40305828	ذكرى شكسبير	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.FawqaCibab.Hindawi51506209	poetry	51506209	فوق العباب	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.Ihsan.Hindawi42736927	novels	42736927	إحسان: مأساة مصرية تلحينية	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.KainThani.Hindawi30586803	poetry	30586803	الكائن الثاني	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.MamlakatCadhara.Hindawi25868084	novels	25868084	مملكة العذارى	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.MinSama.Hindawi18264640	poetry	18264640	من السماء	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.QadayaShicrMucasir.Hindawi31462469	literary.criticism	31462469	قضايا الشعر المعاصر	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.Qatratan.Hindawi41795941	poetry :: literature	41795941	قطرتان: من النثر والنظم	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.Shucla.Hindawi90402814	poetry	90402814	الشعلة	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.WatanFaracina.Hindawi73837197	poetry	73837197	وطن الفراعنة: مُثل من الشعر القومي	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.Yanbuc.Hindawi35938090	poetry	35938090	الينبوع	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.Zaynab.Hindawi46279095	poetry	46279095	زينب: نفحات من شعر الغناء	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374AhmadZakiAbuShadi.ZinubiyaMalikatTadmur.Hindawi26085284	plays	26085284	زينوبيا ملكة تدمر: أوبرا تاريخية كبرى ذات أربعة فصول	63709470	أحمد زكي أبو شادي	None	None	None	None	None
1374HannaKhabbaz.JumhuriyyatAflatun.Hindawi30280728	politics :: philosophy	30280728	جمهورية أفلاطون	74625860	أفلاطون	None	None	95361607	حنا خباز	0001Plato.Politeia (TRANSL)
1374MahmudCazmi.MabadiSahafaCamma.Hindawi69470592	social.sciences	69470592	مبادئ الصحافة العامة	95953708	محمود عزمي	None	None	None	None	None
1374SalahLabaki.Ghuraba.Hindawi61693031	poetry	61693031	غرباء	97074095	صلاح لبكي	None	None	None	None	None
1374SalahLabaki.Hanin.Hindawi57051515	poetry	57051515	حنين	97074095	صلاح لبكي	None	None	None	None	None
1374SalahLabaki.Mawacid.Hindawi92797513	poetry	92797513	مواعيد	97074095	صلاح لبكي	None	None	None	None	None
1374SalahLabaki.MinAcmaqJabal.Hindawi84724258	literature	84724258	من أعماق الجبل	97074095	صلاح لبكي	None	None	None	None	None
1374SalahLabaki.Sam.Hindawi81537939	poetry	81537939	سأم	97074095	صلاح لبكي	None	None	None	None	None
1374SalahLabaki.UrjuhatQamar.Hindawi37364715	poetry	37364715	أرجوحة القمر	97074095	صلاح لبكي	None	None	None	None	None
1374SulaymanNajib.MudhakkiratCarabaji.Hindawi28068295	literature	28068295	مذكرات عربجي	19264904	سليمان نجيب	None	None	None	None	None
1374YusufNahhas.FalahHalathu.Hindawi91693162	social.sciences	91693162	الفلاح: حالته الاقتصادية والاجتماعية	95718039	يوسف نحاس	None	None	None	None	None
1375AhmadFaridRifaci.CasrMamun.Hindawi17160604	history	17160604	عصر المأمون	57172474	أحمد فريد رفاعي	None	None	None	None	None
1375AntuShuhaybir.Shaqiqatayn.Hindawi13925094	novels	13925094	رواية الشقيقتين	24136070	هنري لامنس	None	None	38025757	أنطون شحيبر	1356HenriLammens (TRANSL)
1375CazizKhanki.DhikraMiawiyyaLiWaqicarNazib.Hindawi60791929	history	60791929	الذكرى المئوية لواقعة نزيب: ٢٤ يونيو سنة ١٨٣٩–٢٤ يونيو سنة ١٩٣٩‎	92842817	عزيز خانكي	None	None	None	None	None
1375FilibDiTarrazi.CasrCarabDhahabi.Hindawi83191846	history	83191846	عصر العرب الذهبي	47597385	فيليب دي طرازي	None	None	None	None	None
1375FilibDiTarrazi.CasrSuryanDhahabi.Hindawi17570971	history	17570971	عصر السريان الذهبي: بحث علمي تاريخي أثري	47597385	فيليب دي طرازي	None	None	None	None	None
1375FilibDiTarrazi.LughaCarabiyyaFiUrubba.Hindawi82405713	history	82405713	اللغة العربية في أوروبا	47597385	فيليب دي طرازي	None	None	None	None	None
1375FilibDiTarrazi.TarikhSahafaCarabiyya.Hindawi47590408	history	47590408	تاريخ الصحافة العربية	47597385	فيليب دي طرازي	None	None	None	None	None
1375HusaynJamal.KhawatirHimar.Hindawi29694805	novels :: children.stories	29694805	خواطر حمار: مذكرات فلسفية وأخلاقية على لسان حمار	59726074	الكونتيسة دي سيجور	None	None	49575962	حسين الجمل	1291CountessSegur.MemoireAne (TRANSL)
1375MuhammadHusaynHaykal.CuthmanIbnCaffan.Hindawi26964862	history	26964862	عثمان بن عفان: بين الخلافة والملك	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.FaruqCumar.Hindawi13538483	history	13538483	الفاروق عمر	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.FiAwqatFiragh.Hindawi91847183	literary.criticism :: literature	91847183	في أوقات الفراغ: مجموعة رسائل أدبية تاريخية أخلاقية فلسفية	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.FiManzilWahy.Hindawi18175075	literature	18175075	في منزل الوحي	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.HakadhaKhuliqat.Hindawi30272028	novels	30272028	هكذا خلقت: قصة طويلة	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.HayatMuhammad.Hindawi20604026	history	20604026	حياة محمد	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.ImanWaMacrifaWaFalsafa.Hindawi19351958	philosophy	19351958	الإيمان والمعرفة والفلسفة	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.ImbaraturiyyaIslamiyya.Hindawi16136305	history	16136305	الإمبراطورية الإسلامية والأماكن المقدسة	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.MudhakkiratShabab.Hindawi57393159	biographies	57393159	مذكرات الشباب	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.QisasMisriyya.Hindawi30731627	novels	30731627	قصص مصرية	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.SharqWaGharb.Hindawi14159130	travel.literature	14159130	شرق وغرب	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.SiddiqAbuBakr.Hindawi42908302	history	42908302	الصديق أبو بكر	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.TarajimMisriyyaWaGharbiyya.Hindawi83520394	biographies :: history	83520394	تراجم مصرية وغربية	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.ThawratAdab.Hindawi31424071	literary.criticism	31424071	ثورة الأدب	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.Waladi.Hindawi62409030	travel.literature	62409030	ولدي	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadHusaynHaykal.Zaynab.Hindawi28493759	novels	28493759	زينب	73037206	محمد حسين هيكل	None	None	None	None	None
1375MuhammadMabrukNafic.CalaDifafNil.Hindawi59140940	history	59140940	على ضفاف النيل: في عصر الفراعنة	68360924	محمد مبروك نافع	None	None	None	None	None
1375MuhammadMabrukNafic.MaQablIslam.Hindawi48683693	history	48683693	عصر ما قبل الإسلام	68360924	محمد مبروك نافع	None	None	None	None	None
1375MuhammadSalimJundi.ImruQays.Hindawi70724796	literary.criticism	70724796	امرؤ القيس	68039690	محمد سليم الجندي	None	None	None	None	None
1375MuhammadShafiqMustafa.FiQalbNajdWaHijaz.Hindawi83804281	travel.literature	83804281	في قلب نجد والحجاز	14040539	محمد شفيق مصطفى	None	None	None	None	None
1375MuradFaraj.ShucaraYahudCarab.Hindawi52805036	literary.criticism :: history	52805036	الشعراء اليهود العرب	39137184	مراد فرج	None	None	None	None	None
1375MutarjimiDarFarabi.AslNizamUsra.Hindawi86907157	philosophy	86907157	أصل نظام الأسرة والدولة والملكية الفردية	81397928	فريدريك إنجلز	None	None	None	None	1313FriedrichEngels.UrsprungDerFamilie (TRANSL)
1375RafaelBatti.AdabCasriFiCiraq.Hindawi92903526	literary.criticism	92903526	الأدب العصري في العراق العربي: القسم الأول (المنظوم)	61709138	رفائيل بطي	None	None	None	None	None
