BookURI	BookCats	BookID	BookTitle	AuthorID	AuthorNam	EditorID	EditorNam	TranslID	TranslNam	BookRel
1418AminSalama.DhatWaLadhat.Hindawi31705303	philosophy	31705303	الذات واللذات	16952470	أمين سلامة	None	None	None	None	None
1418AminSalama.FursanThalatha.Hindawi53040907	novels	53040907	الفُرسان الثلاثة	26064860	ألكسندر ديماس	None	None	16952470	أمين سلامة	1287AlexandreDumas.TroisMousquetaires (TRANSL)
1418AminSalama.GharamiyyatCatullus.Hindawi57408372	poetry	57408372	غراميات كاتولوس: فِطَحل شعراء الغزل الرومان	16952470	أمين سلامة #جمع وترجمة#	None	None	None	None	0001Catullus (TRANSL)
1418AminSalama.HamalatQarabin.Hindawi68137527	plays	68137527	حاملات القرابين: عن اليونانية القديمة	16952470	أمين سلامة #جمع وترجمة#	None	None	None	None	None
1418AminSalama.HecubaWaOrestes.Hindawi46158086	plays	46158086	هيكوبا وأوريستيس	16952470	أمين سلامة #جمع وترجمة#	None	None	None	None	0001Euripides (TRANSL)
1418AminSalama.HisarTuruwada.Hindawi81715131	novels	81715131	حصار طروادة: من الإلياذة لهوميروس	16952470	أمين سلامة	None	None	None	None	None
1418AminSalama.HubbFiMizan.Hindawi73036971	philosophy :: literature	73036971	الحب في الميزان	16952470	أمين سلامة	None	None	None	None	None
1418AminSalama.Iliyadha.Hindawi14284864	history :: poetry	14284864	الإليَاذة	19291904	هوميروس	None	None	16952470	أمين سلامة	0001Homeros.Iliad (TRANSL)
1418AminSalama.MaraFiMizan.Hindawi48171614	history :: philosophy	48171614	المرأة في الميزان	16952470	أمين سلامة	None	None	None	None	None
1418AminSalama.MasrahiyyatAeschylos.Hindawi47584749	plays	47584749	مسرحيات أيسخولوس	16952470	أمين سلامة #جمع وترجمة#	None	None	None	None	0001Aeschylos (TRANSL)
1418AminSalama.MisrFiKhatiri.Hindawi95095863	literature	95095863	مصر التي في خاطري	16952470	أمين سلامة	None	None	None	None	None
1418AminSalama.Udisa.Hindawi53174061	history :: literature	53174061	الأوديسة	19291904	هوميروس	None	None	16952470	أمين سلامة	0001Homeros.Odysseia (TRANSL)
1423ShawqiCabdHakim.AmiraDhatHimma.Hindawi59495261	history :: literature	59495261	الأميرة ذات الهمة: أطول سيرة عربية في التاريخ	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423ShawqiCabdHakim.BayrutBakaLaylan.Hindawi63702581	novels	63702581	بيروت البكاء ليلًا	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423ShawqiCabdHakim.CazizaWaYunus.Hindawi68393083	novels	68393083	عزيزة ويونس	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423ShawqiCabdHakim.HasanWaNacima.Hindawi69041583	plays	69041583	حسن ونعيمة	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423ShawqiCabdHakim.HikayatShacbiyya.Hindawi64839393	literature	64839393	الحكايات الشعبية العربية	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423ShawqiCabdHakim.MadkhalLiDirasatFulklur.Hindawi74636907	social.sciences	74636907	مدخل لدراسة الفولكلور والأساطير العربية	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423ShawqiCabdHakim.RajulWaMara.Hindawi64841842	history :: literature	64841842	الرجل والمرأة في التراث الشعبي	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423ShawqiCabdHakim.SaraWaHajar.Hindawi96158315	social.sciences	96158315	سارة وهاجر	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423ShawqiCabdHakim.ShafiqaWaMutawalli.Hindawi60638094	novels	60638094	شفيقة ومتولي	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423ShawqiCabdHakim.ShicrShacbiFulkluri.Hindawi19494130	literature	19494130	الشعر الشعبي الفولكلوري: دراسة ونماذج	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423ShawqiCabdHakim.SiratBaniHilal.Hindawi94025275	literature	94025275	سيرة بني هلال	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423ShawqiCabdHakim.SiratMulukTabacina.Hindawi42740640	literature	42740640	سيرة الملوك التَّبَاعِنَة: في ثلاثين فصلًا	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423ShawqiCabdHakim.SiyarMalahimShacbiyyaWaCarabiyya.Hindawi72518646	social.sciences	72518646	السير والملاحم الشعبية العربية	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423ShawqiCabdHakim.ZirSalimAbuLaylaMuhalhal.Hindawi94614731	literature	94614731	الزير سالم: أبو ليلى المهلهل	25792509	شوقي عبد الحكيم	None	None	None	None	None
1423TharwatAbaza.AdamJadid.Hindawi48682737	novels	48682737	آدم الجديد	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.AhlamFiZahira.Hindawi26824909	novels	26824909	أحلام في الظهيرة	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.AmalWaAqdar.Hindawi90835903	novels	90835903	آمال وأقدار	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.AmwajWalaShati.Hindawi93647297	novels	93647297	أمواج ولا شاطئ	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.AyyamKhadra.Hindawi30961350	literature	30961350	الأيام الخضراء	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.BariqFiSahab.Hindawi29638283	novels	29638283	بريق في السحاب	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.CashiqLayl.Hindawi81726037	literature	81726037	عاشق الليل: صور قلمية	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.Dabab.Hindawi50814758	novels	50814758	الضباب	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.DhikrayatBacida.Hindawi60907516	literature	60907516	ذكريات بعيدة	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.DhikrayatLaMudhakkirat.Hindawi63071863	biographies	63071863	ذكريات لا مذكرات	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.Ghufran.Hindawi41408491	novels	41408491	الغفران	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.HadhihiLacba.Hindawi81918319	literature	81918319	هذه اللعبة	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.HaribMinAyyam.Hindawi46851305	novels	46851305	هارب من الأيام	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.HayatHayat.Hindawi58303713	plays	58303713	حياة الحياة	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.HayatLina.Hindawi16827486	plays	16827486	الحياة لنا	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.HinYamilMizan.Hindawi95060585	literature	95060585	حين يميل الميزان	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.IbnCammar.Hindawi64614613	novels	64614613	ابن عمار	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.JadawilBilaMa.Hindawi86979531	novels	86979531	جداول بلا ماء	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.JudhurFiHawa.Hindawi19164840	novels	19164840	جذور في الهواء	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.KhainatAcyun.Hindawi81507297	literature	81507297	خائنة الأعين	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.Khawatir.Hindawi73130530	literature	73130530	خواطر ثروت أباظة	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.Khushuc.Hindawi94150207	novels	94150207	خشوع	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.KhuyutSama.Hindawi81709058	novels	81709058	خيوط السماء	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.KhuyutWahiya.Hindawi64927073	novels	64927073	خيوط واهية	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.LamahatMinHayati.Hindawi61616159	biographies	61616159	لمحات من حياتي: سيرة شبه ذاتية	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.LiqaHinak.Hindawi72615749	novels	72615749	لقاء هناك	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.LuluWaAsdaf.Hindawi46906394	novels	46906394	لؤلؤ وأصداف	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.MinAqasisCarab.Hindawi61492425	literature	61492425	من أقاصيص العرب: تمثيليات إذاعية	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.NahrLaYahtariq.Hindawi96304242	novels	96304242	النهر لا يحترق	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.NuqushMinDhahabWaNuhas.Hindawi86251649	novels	86251649	نقوش من ذهب ونحاس	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.QasrCalaNil.Hindawi90740479	novels	90740479	قصر على النيل	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.QissaFiShicrCarabi.Hindawi90592851	literature	90592851	القصة في الشعر العربي	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.SardQisasi.Hindawi19640759	novels	19640759	السرد القصصي في القرآن الكريم	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.ShayMinKhawf.Hindawi68680686	novels	68680686	شيء من الخوف	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.ShucacMinAmal.Hindawi81730979	novels	81730979	شعاع من الأمل	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.SibahaFiRimal.Hindawi49205204	literature	49205204	السباحة في الرمال	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.SimatMinZaman.Hindawi86462682	novels	86462682	سمات من الزمان	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.TairFiCunuq.Hindawi97381570	novels	97381570	طائر في العنق	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.TariqMinSama.Hindawi80252614	novels	80252614	طارق من السماء	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.ThummaTashruqShams.Hindawi86491805	novels	86491805	ثم تشرق الشمس	63071907	ثروت أباظة	None	None	None	None	None
1423TharwatAbaza.WaBaqiyaShay.Hindawi14961853	literature	14961853	وبقي شيء	63071907	ثروت أباظة	None	None	None	None	None
1427NajibMahfuz.AfrahQubba.Hindawi63827462	novels	63827462	أفراح القبة	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.AsdaSiraDhatiyya.Hindawi82695209	literature :: biographies	82695209	أصداء السيرة الذاتية	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.AwladHaratna.Hindawi94868139	novels	94868139	أولاد حارتنا	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.BaqiMinZamanSaca.Hindawi37390524	novels	37390524	الباقي من الزمن ساعة	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.BaynQasrayn.Hindawi29179502	novels	29179502	بين القصرين	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.BaytSayyiSumca.Hindawi79157526	novels	79157526	بيت سيئ السمعة	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.BidayaWaNihaya.Hindawi81514680	novels	81514680	بداية ونهاية	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.CabathAqdar.Hindawi24863903	novels	24863903	عبث الأقدار	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.CaishFiHaqiqa.Hindawi85292717	novels	85292717	العائش في الحقيقة	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.CasrHubb.Hindawi63729426	novels	63729426	عصر الحب	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.DunyaAllah.Hindawi14831357	novels	14831357	دنيا الله	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.FajrKadhib.Hindawi42814840	novels	42814840	الفجر الكاذب	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.FutuwwatCutuf.Hindawi18686373	novels	18686373	فتوة العطوف	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.HadithSabahWaMasa.Hindawi86838270	novels	86838270	حديث الصباح والمساء	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.HadratMuhtaram.Hindawi48639403	novels	48639403	حضرة المحترم	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.HamsJunun.Hindawi71628490	novels	71628490	همس الجنون	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.Harafish.Hindawi39429258	novels	39429258	الحرافيش	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.HikayaBilaBidaya.Hindawi47518047	novels	47518047	حكاية بلا بداية ولا نهاية	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.HikayatHaratna.Hindawi27250583	novels	27250583	حكايات حارتنا	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.HubbTahtMatar.Hindawi73160631	novels	73160631	الحب تحت المطر	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.Jarima.Hindawi47303707	novels	47303707	الجريمة	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.Karnak.Hindawi64160824	novels	64160824	الكرنك	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.KhammaratQattAswad.Hindawi85362902	novels	85362902	خمارة القط الأسود	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.KhanKhalili.Hindawi92030593	novels	92030593	خان الخليلي	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.KifahTiba.Hindawi82409531	novels	82409531	كفاح طيبة	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.LayaliAlfLayla.Hindawi30519685	novels	30519685	ليالي ألف ليلة	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.LissWaKilab.Hindawi85802403	novels	85802403	اللص والكلاب	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.Maraya.Hindawi69730604	novels	69730604	المرايا	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.Miramar.Hindawi85804642	novels	85804642	ميرامار	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.MisrQadima.Hindawi59607051	history	59607051	مصر القديمة	71579642	جيمس بيكي	None	None	71616385	نجيب محفوظ	1349JamesBaikie.AncientEgypt (TRANSL)
1427NajibMahfuz.QahiraJadida.Hindawi74604738	novels	74604738	القاهرة الجديدة	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.QararAkhir.Hindawi37158095	novels	37158095	القرار الأخير	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.QasrShawq.Hindawi85847308	novels	85847308	قصر الشوق	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.Qushtumur.Hindawi60480728	novels	60480728	قشتمر	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.RaaytFimaYaraNaim.Hindawi86840536	novels	86840536	رأيت فيما يرى النائم	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.Radubis.Hindawi68591480	novels	68591480	رادوبيس	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.SabahWard.Hindawi17908281	novels	17908281	صباح الورد	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.Sarab.Hindawi90474947	novels	90474947	السراب	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.Shahhadh.Hindawi41828359	novels	41828359	الشحاذ	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.ShahrCasal.Hindawi73904814	novels	73904814	شهر العسل	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.ShaytanYaciz.Hindawi58035080	novels	58035080	الشيطان يعظ	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.Sukkariyya.Hindawi18636847	novels	18636847	السكرية	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.SummanWaKharif.Hindawi48575359	novels	48575359	السمان والخريف	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.TahtMazalla.Hindawi84616493	plays :: novels	84616493	تحت المظلة	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.Tariq.Hindawi57385184	novels	57385184	الطريق	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.ThartharaFawqNil.Hindawi96941592	novels	96941592	ثرثرة فوق النيل	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.YawmQutilaZacim.Hindawi94694257	novels	94694257	يوم قُتل الزعيم	71616385	نجيب محفوظ	None	None	None	None	None
1427NajibMahfuz.ZuqaqMidaqq.Hindawi62575295	novels	62575295	زقاق المدق	71616385	نجيب محفوظ	None	None	None	None	None
1430MuhammadMuhammadMuhsin.IncitaqIlaQuyud.Hindawi40716317	poetry	40716317	انعتاقٌ إلى القيود	24829517	محمد محسن	None	None	None	None	None
1430MuhammadMuhammadMuhsin.LayaliCanqa.Hindawi24795152	poetry	24795152	ليالي العنقاء	24829517	محمد محسن	None	None	None	None	None
1431FuadZakariyya.AfaqFalsafa.Hindawi64625053	philosophy	64625053	آفاق الفلسفة	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.AraNaqdiyya.Hindawi31794031	philosophy	31794031	آراء نقدية في مشكلات الفكر والثقافة	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.CabdNasirWaYasar.Hindawi24731517	history	24731517	عبد الناصر واليسار المصري	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.CarabWaNamudhajAmriki.Hindawi84080974	philosophy :: history	84080974	العرب والنموذج الأمريكي	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.CasrAydiyulujiyya.Hindawi80850730	philosophy	80850730	عصر الأيديولوجية	37940460	هنري د. أيكن	92815162	عبد الرحمن بدوي	90639697	فؤاد زكريا	1402HenryDavidAiken.AgeOfIdeology (TRANSL)
1431FuadZakariyya.FalsafaAnwacha.Hindawi51419507	philosophy	51419507	الفلسفة أنواعها ومشكلاتها	85718149	هنتر ميد	None	None	90639697	فؤاد زكريا	1380HunterMead.TypesAndProblemsOfPhilosophy (TRANSL)
1431FuadZakariyya.FalsafaIngliziyyaFiMiatCam01.Hindawi25747374	philosophy	25747374	الفلسفة الإنجليزية في مائة عام (الجزء الأول)	46481903	رودلف متس	64904748	زكي نجيب محمود	90639697	فؤاد زكريا	1363RudolfMetz.HundredYearsEnglishPhilosophy (TRANSL)
1431FuadZakariyya.FaylusufWaFannMusiqa.Hindawi83516135	philosophy :: arts	83516135	الفيلسوف وفن الموسيقى	97917158	جوليوس بورتنوي	86302574	حسين فوزي	90639697	فؤاد زكريا	1450JuliusPortnoy.PhilosopherAndMusic (TRANSL)
1431FuadZakariyya.HaqiqaWaWahm.Hindawi71514163	politics	71514163	الحقيقة والوهم في الحركة الإسلامية المعاصرة	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.HerbertMarcuse.Hindawi61863515	philosophy	61863515	هربرت ماركيوز	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.HikmatGharb01.Hindawi79152038	philosophy	79152038	حكمة الغرب (الجزء الأول): عرض تاريخي للفلسفة الغربية في إطارها الاجتماعي والسياسي	20926926	برتراند راسل	None	None	90639697	فؤاد زكريا	1389BertrandRussell.WisdomOfWest (TRANSL)
1431FuadZakariyya.HikmatGharb02.Hindawi25915146	philosophy	25915146	حكمة الغرب (الجزء الثاني): الفلسفة الحديثة والمعاصرة	20926926	برتراند راسل	None	None	90639697	فؤاد زكريا	1389BertrandRussell.WisdomOfWest (TRANSL)
1431FuadZakariyya.InsanWaHadara.Hindawi72595393	social.sciences	72595393	الإنسان والحضارة	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.Istishraq.Hindawi91906479	philosophy	91906479	نقد الاستشراق وأزمة الثقافة العربية المعاصرة: دراسة في المنهج	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.JawanibFikriyya.Hindawi20638031	social.sciences	20638031	الجوانب الفكرية في مختلف النُّظُم الاجتماعية	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.JudhurFalsafiyyaLiBinaiyya.Hindawi35852474	philosophy	35852474	الجذور الفلسفية للبنائية	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.KamCumrGhadab.Hindawi13020962	history	13020962	كم عمر الغضب؟: هيكل وأزمة العقل العربي	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.KhitabIlaCaqlCarabi.Hindawi95393596	social.sciences	95393596	خطاب إلى العقل العربي	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.MacaMusiqa.Hindawi97206270	arts	97206270	مع الموسيقى: ذكريات ودراسات	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.MantiqWaFalsafatCulum.Hindawi31350406	philosophy	31350406	المنطق وفلسفة العلوم	70529269	بول موي	None	None	90639697	فؤاد زكريا	1365PaulMouy.LogicsPhilosophyOfSciences.Book (TRANSL)
1431FuadZakariyya.MuqamaratTarikhKubra.Hindawi35927275	history	35927275	مقامرة التاريخ الكبرى: على ماذا يراهن جورباتشوف؟	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.NashatFalsafaCilmiyya.Hindawi69242084	philosophy	69242084	نشأة الفلسفة العلمية	48042697	هانز ريشنباخ	None	None	90639697	فؤاد زكريا	1372HansReichenbach.RiseOfScientificPhilosophy (TRANSL)
1431FuadZakariyya.NazariyyatMacrifa.Hindawi79175719	philosophy	79175719	نظرية المعرفة والموقف الطبيعي للإنسان	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.Nietzsche.Hindawi95793586	philosophy :: biographies	95793586	نيتشه	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.RichardWagner.Hindawi24809352	arts	24809352	ريتشارد ﭬاجنر	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.Spinoza.Hindawi30620851	philosophy :: biographies	30620851	اسپينوزا	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.TacbirMusiqi.Hindawi53972717	arts	53972717	التعبير الموسيقي	90639697	فؤاد زكريا	None	None	None	None	None
1431FuadZakariyya.TafkirCilmi.Hindawi40719685	philosophy	40719685	التفكير العلمي	90639697	فؤاد زكريا	None	None	None	None	None
1434CabdGhafarMakkawi.MalhamatGilgamesh.Hindawi51830595	literature	51830595	ملحمة جلجاميش	None	None	92468530	عوني عبد الرؤوف	46308160	عبد الغفار مكاوي	0001Anonymous.Gilgamesh (TRANSL)
1434CabdGhaffarMakkawi.AhzanCazifKaman.Hindawi37392750	literature	37392750	أحزان عازف الكمان	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.AlbertCamus.Hindawi90920380	philosophy	90920380	ألبير كامي: محاولة لدراسة فكره الفلسفي	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.Bakaiyyat.Hindawi86206252	literature	86206252	بكائيات: ست دمعات على نفس عربية	46308160 :: 85749291	عبد الغفار مكاوي :: حسن طلب #تقديم#	None	None	None	None	None
1434CabdGhaffarMakkawi.DacwaLilFalsafa.Hindawi26294724	philosophy	26294724	دعوة للفلسفة: كتاب مفقود لأرسطو	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.DumucBilyatshu.Hindawi62746496	literature	62746496	دموع البلياتشو: مجموعة قصصية تُنشر لأول مرة	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.GeorgBuchner.Hindawi37025927	plays	37025927	جورج بُشنر: الأعمال المسرحية الكاملة	46308160	عبد الغفار مكاوي	None	None	None	None	1252GeorgBuchner (TRANSL)
1434CabdGhaffarMakkawi.HadhaHuwaKullShay.Hindawi41714618	literature	41714618	هذا هو كل شيء: قصائد من برشت	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.HikayatShaciriyya.Hindawi53594603	poetry	53594603	حكايات شاعرية: قصائد قصصية من الأدب الألماني الحديث	46308160	عبد الغفار مكاوي #جمع وترجمة#	None	None	None	None	None
1434CabdGhaffarMakkawi.HisanAkhdar.Hindawi97318519	novels	97318519	الحصان الأخضر يموت على شوارع الأسفلت	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.Holderlin.Hindawi53841382	literature :: biographies	53841382	هلدرلين	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.HukamaSabca.Hindawi73195169	plays	73195169	الحكماء السبعة	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.IbnSultan.Hindawi37247259	novels	37247259	ابن السلطان: وقصص أخرى	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.IntihaziyyunLaYadkhulunJanna.Hindawi36384826	plays	36384826	الانتهازيون لا يدخلون الجنة: مسرحيات مختارة	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.IslamSharikan.Hindawi60975190	history :: philosophy	60975190	الإسلام شريكًا: دراسات عن الإسلام والمسلمين	61957359	فريتس شتيبات	None	None	46308160	عبد الغفار مكاوي	1427FritzSteppat.IslamAsPartner (TRANS) (TRANSL)
1434CabdGhaffarMakkawi.KhutbatIdanaTawila.Hindawi14053942	plays	14053942	خطبة الإدانة الطويلة عند سور المدينة وفرناندو كراب أرسل إليَّ هذا الخطاب	46308160	عبد الغفار مكاوي #جمع وترجمة#	None	None	None	None	None
1434CabdGhaffarMakkawi.LahnHurriyyaWaSamt.Hindawi36382579	literature	36382579	لحن الحرية والصمت: الشعر الألماني في القرن العشرين	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.LaylWaJibal.Hindawi82815090	plays	82815090	الليل والجبل	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.LimaFalsafa.Hindawi84951942	philosophy	84951942	لِمَ الفلسفة: مع لوحة زمنية بمعالم تاريخ الفلسفة	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.MadrasatHikma.Hindawi30828081	philosophy	30828081	مدرسة الحكمة	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.Mahagonny.Hindawi84031590	plays	84031590	أوبرا ماهاجوني	85861914	برتولد برشت	None	None	46308160	عبد الغفار مكاوي	1376BertholdBrecht.Mahagonny (TRANSL)
1434CabdGhaffarMakkawi.ManQatalaTifl.Hindawi64940797	plays	64940797	من قتل الطفل؟	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.MasrahMalhami.Hindawi95314142	literary.criticism :: literature	95314142	المسرح الملحمي	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.MuhakamatGilgamesh.Hindawi72957419	plays	72957419	هو الذي طغى: محاكمة جلجاميش: في عشر لوحات درامية	46308160	عبد الغفار مكاوي	None	None	None	None	None
1434CabdGhaffarMakkawi.Munadulujiyya.Hindawi59160391	philosophy	59160391	المونادولوجيا والمبادئ العقلية للطبيعة والفضل الإلهي	81529172	ليبنتز	None	None	46308160	عبد الغفار مكاوي	1128Leibniz.Monadologia (TRANSL)
1434CabdGhaffarMakkawi.Munqidh.Hindawi19609580	philosophy	19609580	المنقذ: قراءة لقلب أفلاطون (مع النص الكامل للرسالة السابعة)	46308160	عبد الغفار مكاوي	None	None	None	None	None
